"","class","training","validation","test"
"1",3,13.3174800987106,13.0761451961782,14.6929424763382
"2",4,32.5746894406644,32.8226053388952,32.2813115388852
"3",5,2.62351773330987,2.42725524688485,2.36259418471807
"4",6,33.6390313557325,33.879899076423,32.8758906137501
"5",7,0.890341349901603,0.883872574162634,1.07219176574455
"6",9,2.78668862745565,2.76194668016654,3.03313610806262
"7",8,8.89444362626664,8.85510808868515,9.07609511930316
"8",1,3.32198285885063,3.04115953024401,2.16165198912483
"9",2,1.52757006838376,1.92516088986948,2.01134242250634
